match_id,date,week_number,court,time_slot,team_a_number,team_a_name,team_b_number,team_b_name,set1_a,set1_b,set2_a,set2_b,set3_a,set3_b,winner_team_number,is_tie,raw_text_source,is_playoff,bean_points_set1_for,bean_points_set1_against,bean_points_set2_for,bean_points_set2_against,bean_points_set3_for,bean_points_set3_against,sets_won_by_bean,sets_lost_by_bean,bean_point_differential,bean_won,has_player_stats
2026-01-07_C2_M2,2026-01-07,1,2,9:10,11,Bean Machine,12,Raw Butt Sets,24.0,26.0,26.0,15.0,2.0,6.0,12.0,False,"12 24-26, 26-15, 2-6",False,24.0,26.0,26.0,15.0,2.0,6.0,1,2,5.0,False,True
2026-01-14_C3_M1,2026-01-14,2,3,8:10,7,Blue Dynasty,11,Bean Machine,17.0,25.0,25.0,20.0,14.0,15.0,11.0,False,"11w,17-25,25-20,14-15",False,25.0,17.0,20.0,25.0,15.0,14.0,2,1,4.0,True,True
2026-01-21_C3_M1,2026-01-21,3,3,8:10,8,Sugar & Spike,11,Bean Machine,25.0,19.0,25.0,15.0,,,8.0,False,"(8 win) 25-19, 25-15",False,19.0,25.0,15.0,25.0,,,0,2,-16.0,False,True
2026-01-28_C2_M2,2026-01-28,4,2,9:10,9,Emerald City Tile Club,11,Bean Machine,25.0,20.0,16.0,25.0,12.0,15.0,11.0,False,"11: 25-20, 16-25, 12-15 ",False,20.0,25.0,25.0,16.0,15.0,12.0,2,1,7.0,True,True
2026-02-11_C1_M2,2026-02-11,5,1,9:10,10,Pineapple,11,Bean Machine,23.0,25.0,25.0,23.0,10.0,11.0,11.0,False,"11: 23-25, 25-23, 10-11",False,25.0,23.0,23.0,25.0,11.0,10.0,2,1,1.0,True,True
2026-02-18_C1_M2,2026-02-18,6,1,9:10,4,Volley these balls,11,Bean Machine,25.0,22.0,25.0,20.0,15.0,3.0,4.0,False,"4 win, 25-22, 25-20, 15-3",False,22.0,25.0,20.0,25.0,3.0,15.0,0,3,-20.0,False,True
2026-02-25_C2_M2,2026-02-25,7,2,9:10,11,Bean Machine,13,Student Divers,23.0,25.0,25.0,23.0,9.0,6.0,11.0,False,"11 win: 23-25, 25-23, 9-6",False,23.0,25.0,25.0,23.0,9.0,6.0,2,1,3.0,True,True
2026-03-04_C1_M2,2026-03-04,8,1,21:00,11,Bean Machine,15,Block You-ah,25.0,19.0,,,,,11.0,False,manual: Bean won 2-0 vs Block You-Ah. G2 score not recorded. G3 was played (player_stats has 26-0304G3) but result irrelevant; score not recorded.,True,25.0,19.0,,,,,1,0,6.0,True,True
2026-03-11_C3_M6,2026-03-11,9,3,21:00,11,Bean Machine,2,Sets Up,,,,,,,11.0,False,manual: Bean won the Silver bracket championship 2-0 vs Sets Up. G1 and G2 scores not recorded. G3 was played (player_stats has 26-0311G3) but result irrelevant; score not recorded.,True,,,,,,,0,0,,True,True
